priref,lref,sitter_id,sitter_zekerheid,sitter_beschrijving,sitter_status,date_datering,zoekmarge_begindatum,zoekmarge_einddatum,title_english,title_dutch,objectcat,genre,materiaal,drager,trefwoorden_en,identificatie_grond,artist_name,artist_id,soort,is_color,width,height,megapixels,path,face_crop_count,sitter_portrait_count
4952,9660544,107198,,,huidig,tweede helft 18de eeuw,1750,1799,Portrait of Jacob Mossel (1704-1761),Portret van Jacob Mossel (1704-1761),painting,portrait,oil paint,copper,man's portrait|officer (administrator)|knee-length portrait|head to the left|body facing left|facing front|powdered wig|hand on side,,Anoniem,1984,black and white photograph,False,500,438,0.219,D:\thesis\images\9660544.jpg,1,2
4963,9660555,123404,,,huidig,,1752,1766,Portrait of Albert Hendrik van Swinderen (1732-1802),Portret van Albert Hendrik van Swinderen (1732-1802),painting,portrait,oil paint,canvas,man's portrait|three-quarter length figure|head to the right|body facing right|facing front|wig|hand in front of chest|drapery (representation),,Anoniem,1984,black and white photograph,False,500,438,0.219,D:\thesis\images\9660555.jpg,1,2
4966,9660558,138698,,,huidig,,1757,1766,Portrait of Judith Elsabeen Anna Rouwenoort (1739-1785),Portret van Judith Elsabeen Anna Rouwenoort (1739-1785),painting,portrait,oil paint,panel (wood),woman's portrait|half-length|head to the right|body facing right|facing front|mutch|clothing bow,herkomst,Anoniem,1984,black and white photograph,False,500,438,0.219,D:\thesis\images\9660558.jpg,1,2
4971,9660560,107459,,,huidig,,1775,1780,Portrait of King Willem I as a child,Portret van koning Willem I (1772-1843) als kind,painting,portrait,oil paint,canvas,boy's portrait|three-quarter length figure|head to the right|body facing left|standing (position)|facing front|hand on side|hat with feathers|sash (costume accessory),,Anoniem,1984,black and white photograph,False,500,438,0.219,D:\thesis\images\9660560.jpg,1,131
4972,9660559,107335,,,huidig,ca. 1775-1780,1775,1780,Portrait of Frederik prince of Oranje-Nassau (1774-1799),Portret van Frederik prins van Oranje-Nassau (1774-1799),painting,portrait,oil paint,canvas,boy's portrait|three-quarter length figure|head to the right|body facing right|standing (position)|facing front|hat with feathers|binocular,,Anoniem,1984,black and white photograph,False,500,438,0.219,D:\thesis\images\9660559.jpg,1,29
5029,9660573,121760,,,huidig,1785,1785,1785,Portrait of Everard Christiaan Staring (1739-1813),Portret van Everard Christiaan Staring (1739-1813),painting,portrait,oil paint,canvas,man's portrait|military personnel|bust-length portrait|head to the left|body facing left|facing front|uniform|tricorne|knightly insignia,,"Baur, Hendricus Johan Antonius",5184,black and white photograph,False,500,438,0.219,D:\thesis\images\9660573.jpg,1,4
5038,9660488,133852,,,huidig,1650 of later,1650,1699,Portrait of Jan van de Poll (1597-1678),Portret van Jan van de Poll (1597-1678),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|sitting|head to the left|body facing left|looking away|hat|flat collar|chair|table|document in the hand,,"Spilberg, Johann (II)",74331,black and white photograph,False,500,438,0.219,D:\thesis\images\9660488.jpg,1,2
5046,9335692,134450,,,huidig,ca. 1777-1787,1777,1787,Portrait of Cornelia Reessen (1762-1836),Portret van Cornelia Reessen (1762-1836),painting,portrait,,ivory,woman's portrait|bust-length portrait|head to the left|body facing left|facing front|hair put up|low neckline|clothing bow|flower in the hair,,"Bruyninx, Daniël",13693,black and white photograph,False,455,500,0.228,D:\thesis\images\9335692.jpg,1,2
5070,9660589,107162,,,huidig,1783 gedateerd,1783,1783,Portrait of Johannes Monnikhof (1707-1787),Portret van Johannes Monnikhof (1707-1787),painting,portrait,oil paint,canvas,man's portrait|old man|half-length|head to the right|body facing right|sitting|facing front|bob wig|high-necked clothing|book|chair,,"Buys, Jacobus",14560,black and white photograph,False,500,438,0.219,D:\thesis\images\9660589.jpg,1,2
5096,9660602,108485,,,huidig,1712 gedateerd,1712,1712,Portrait of Adriaan Reland (1676-1718),Portret van Adriaan Reland (1676-1718),painting,portrait,oil paint,canvas,man's portrait|half-length|head to the right|facing front|allonge wig|jabot|hand in front of chest|in an oval,,"Colasius, Johan George",17601,black and white photograph,False,500,438,0.219,D:\thesis\images\9660602.jpg,1,2
5098,10716624,205667,,,huidig,1801,1801,1801,Portrait of Willem Crul (1721-1781),Portret van Willem Crul (1721-1781),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|head to the right|body facing right|facing front|bob wig|baton (symbol or weapon)|rapier|hat|sextant|background view of sea|navy,,"Cuylenburgh, Cornelis van (II)",19493,digital image,True,2900,3738,10.84,D:\thesis\images\10716624.jpg,1,2
5099,10716623,141582,,,huidig,1801 gedateerd,1801,1801,Portrait of Johan Arnold Zoutman (1724-1793),Portret van Johan Arnold Zoutman (1724-1793),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|head to the left|body facing left|facing front|bob wig|knightly insignia|baton (symbol or weapon)|rapier|national map|drapery (representation)|background view of sea|navy,,"Cuylenburgh, Cornelis van (II)",19493,digital image,True,4966,6390,31.733,D:\thesis\images\10716623.jpg,1,17
5100,9660608,144221,,,huidig,1817 gedateerd,1817,1817,Portrait of Theodorus Frederik van Capellen (1762-1824),Portret van Theodorus Frederik van Capellen (1762-1824),painting,portrait,oil paint,canvas,man's portrait|military personnel|knee-length portrait|head to the right|body facing right|standing (position)|facing front|pointing (gesture)|leaning|short hair (men's hairstyle)|dark hair|uniform|knightly insignia|boot (footwear)|chair|cocked hat|drapery (representation)|globe|rapier|saber|binocular|table|national map|book|coats of arms and coat of arms elements,,"Cuylenburgh, Cornelis van (II)",19493,black and white photograph,False,500,438,0.219,D:\thesis\images\9660608.jpg,1,9
5101,9660609,113842,,,huidig,,1732,1732,Portrait of Ascanius van Sypesteyn (1694-1744),Portret van Ascanius van Sypesteyn (1694-1744),painting,portrait,oil paint,canvas,man's portrait|bust-length portrait|head to the right|body facing right|facing front|wig|background view of river landscape|town in the background|drapery (representation),wapen,"Decker, Frans",21289,black and white photograph,False,500,438,0.219,D:\thesis\images\9660609.jpg,1,3
5132,9660787,110940,,,huidig,ca. 1695-1753,1695,1753,Portrait of Aernout van Citters (1633-1696),Portret van Aernout van Citters (1633-1696),painting,portrait,oil paint,canvas,man's portrait|bust-length portrait|head to the left|body facing right|facing front|allonge wig|drapery (clothing accessory),,"Dijk, Philip van",22940,black and white photograph,False,500,438,0.219,D:\thesis\images\9660787.jpg,1,4
5134,9660788,205295,,,huidig,1735 gedateerd,1735,1735,Portrait of François Nicolaas des H.R. Rijksbaron Fagel (1655-1718),Portret van François Nicolaas des H.R. Rijksbaron Fagel (1655-1718),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|head to the left|body facing left|standing (position)|facing front|long wig|baton (symbol or weapon)|armor|helmet|background view of landscape|drapery,prent|herkomst,"Dijk, Philip van",22940,black and white photograph,False,500,438,0.219,D:\thesis\images\9660788.jpg,1,3
5135,9660790,205671,,,huidig,,1738,1753,Portrait of Adriaan Caspar Parduyn (1718-1747),Portret van Adriaan Caspar Parduyn (1718-1747),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|wig|head to the right|body facing left|facing front|game (hunting)|hare|garden urn|background view of landscape,,"Dijk, Philip van",22940,black and white photograph,False,500,438,0.219,D:\thesis\images\9660790.jpg,1,2
5142,9660799,201259,,,huidig,1725,1725,1725,Portrait of Anthony van der Heim (1693-1746),Portret van Anthony van der Heim (1693-1746),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|head to the left|body facing right|standing (position)|facing front|allonge wig|knotted cravat|drapery (clothing accessory)|curtain/drapery background|background view of hilly landscape|garden urn|balustrade,prent|vererving,"Dijk, Philip van",22940,black and white photograph,False,500,438,0.219,D:\thesis\images\9660799.jpg,1,3
5144,9660800,205671,,,huidig,ca. 1735-1753,1735,1753,Portrait of Caspar Adriaen Parduyn (1680-1735),Portret van Adriaen Caspar Parduyn (1680-1735),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|head to the right|body facing right|allonge wig|drapery (representation)|background view of landscape|column as background,,"Dijk, Philip van",22940,black and white photograph,False,500,438,0.219,D:\thesis\images\9660800.jpg,1,2
5146,9660803,121577,,,huidig,1710-1742,1710,1742,Portrait of Mathias Lambertus Singendonck (1648-1742),Portret van Mathias Lambertus Singendonck (1648-1742),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|head to the right|body facing right|facing front|allonge wig|drapery (clothing accessory)|table|drapery (representation)|interior view,,"Dijk, Philip van",22940,black and white photograph,False,500,438,0.219,D:\thesis\images\9660803.jpg,1,2
5203,9660832,101297,,,huidig,1786 gedateerd,1786,1786,Portrait of Idzerd Aebinga van Humalda (1754-1834),Portret van Idzerd Aebinga van Humalda (1754-1834),painting,portrait,oil paint,canvas,man's portrait|half-length|head to the right|body facing right|facing front|bob wig|dress suit|jabot,vererving,"Hauck, Friedrich Ludwig",36464,black and white photograph,False,500,438,0.219,D:\thesis\images\9660832.jpg,1,2
5204,9660833,112240,,,huidig,1786,1786,1786,Portrait of Isabella Boreel van Haersma (1763-1789),Portret van Isabella Boreel van Haersma (1763-1789),painting,portrait,oil paint,canvas,woman's portrait|half-length|head to the left|body facing left|facing front|hair put up|bob wig|low neckline,herkomst,"Hauck, Friedrich Ludwig",36464,black and white photograph,False,500,438,0.219,D:\thesis\images\9660833.jpg,1,2
5205,9660834,142122,,,huidig,1770,1770,1770,Portrait of Adriana Johanna van Heusden (1741-1800),Portret van Adriana Johanna van Heusden (1741-1800),painting,portrait,oil paint,canvas,woman's portrait|half-length|head to the left|body frontal|facing front|high done-up hair|powdered hair|low neckline|clothing bow|dress (garment),,"Hauck, August Christian",36463,black and white photograph,False,500,438,0.219,D:\thesis\images\9660834.jpg,1,2
5206,10634054,141582,,,huidig,1770,1770,1770,"Portrait of Johan Arnold Zoutman (1724-1793), vice admiral","Portret van Johan Arnold Zoutman (1724-1793),vice-admiraal",painting,portrait,oil paint,canvas,man's portrait|half-length|head to the right|body facing right|facing front|powdered wig|cuirass|document in the hand|sky|cloud,,"Hauck, August Christian",36463,BD/Digital Collection,False,2000,2431,4.862,D:\thesis\images\10634054.jpg,1,17
5215,9660840,116935,,,huidig,1766 gedateerd,1766,1766,Portrait of Hendrik Baron Fagel (1765-1838),Portret van Hendrik Baron Fagel (1765-1838),painting,portrait,oil paint,canvas,boy's portrait|noble|small child|head to the left|body facing left|facing front|sitting|mutch|dress (garment)|ribbon|flower in the hand|cushion|rug (textile)|column (architectural element)|curtain/drapery background,achterschrift; vererving,"Humbert, Jean",40579,black and white photograph,False,500,438,0.219,D:\thesis\images\9660840.jpg,1,3
5226,10899203,111825,,,huidig,1811 gedateerd,1811,1811,Portrait of Adriaan van der Willigen (1766-1841),Portret van Adriaan van der Willigen (1766-1841),painting,portrait,oil paint,canvas,man's portrait|half-length|head to the left|body facing left|sitting|facing front|short hair (men's hairstyle)|whisker (facial hairstyle)|book in the hand|chair,herkomst,"Hendriks, Wybrand",37479,BD/Digital Collection,False,2605,3257,8.484,D:\thesis\images\10899203.jpg,1,2
5240,9660849,14142,,,huidig,1803 gedateerd,1803,1803,Portrait of the artist Hermanus van Brussel (1763-1815),Portret van de schilder Hermanus van Brussel (1762-1815),painting,portrait,oil paint,panel (wood),man's portrait|artists' portrait|painter|bust-length portrait|head to the left|body facing left|facing front|medium-length hair (men's hairstyle)|standing collar|scarf|jabot|jacket with waistcoat|easel|book,prent,"Hendriks, Wybrand",37479,black and white photograph,False,500,438,0.219,D:\thesis\images\9660849.jpg,1,2
5247,9660852,9236,,,huidig,1807 gedateerd,1807,1807,Self portrait of van Wybrand Hendriks (1744-1831),Zelfportret van Wybrand Hendriks (1744-1831),painting,portrait,oil paint,panel (wood),self-portrait|man's portrait|bust-length portrait|head to the right|body facing left|facing front|short hair (men's hairstyle)|high-necked clothing|jacket with waistcoat|vest / shirt|mutch|coat,herkomst; opschrift,"Hendriks, Wybrand",37479,black and white photograph,False,500,438,0.219,D:\thesis\images\9660852.jpg,1,2
5268,9660862,102022,,,huidig,1808,1808,1808,Portrait of Lodewijk Napoleon Bonaparte (1778-1846),Portret van Lodewijk Napoleon Bonaparte (1778-1846),painting,portrait,oil paint,canvas,man's portrait|bust-length portrait|head to the left|body facing right|looking away|hair combed forward|whisker (facial hairstyle)|standing collar|scarf|uniform|knightly insignia|in an oval,,"Hodges, Charles Howard",38664,black and white photograph,False,500,438,0.219,D:\thesis\images\9660862.jpg,1,13
5271,9660865,108461,,,huidig,1801,1801,1801,Portrait Sebaldus Fulco Johannes Rau (1765-1807),Portret van Sebaldus Fulco Johannes Rau (1765-1807),painting,portrait,oil paint,canvas,man's portrait|three-quarter length figure|head to the left|body facing right|looking away|bob wig|jabot|book in the hand,,"Hodges, Charles Howard",38664,black and white photograph,False,500,438,0.219,D:\thesis\images\9660865.jpg,1,2
5273,9660866,121288,,,huidig,,1775,1799,Portrait of Hendrik de Roo (1743-1817),Portret van Hendrik de Roo (1743-1817),painting,portrait,oil paint,copper,man's portrait|bust-length portrait|head to the right|body facing right|medium-length hair (men's hairstyle)|standing collar,,"Hodges, Charles Howard",38664,black and white photograph,False,500,438,0.219,D:\thesis\images\9660866.jpg,1,2
5275,9660867,15831,,,huidig,ca. 1800-1801,1800,1801,Portrait of Reinier Vinkeles (1741-1816),Portret van Reinier Vinkeles (1741-1816),painting,portrait,oil paint,canvas,man's portrait|artists' portrait|three-quarter length figure|head to the right|body facing right|looking away|bob wig|standing collar|crayon (drawing material)|print|paper|hand on side,,"Hodges, Charles Howard",38664,black and white photograph,False,500,438,0.219,D:\thesis\images\9660867.jpg,1,2
5277,9660868,107459,,,huidig,ca. 1816,1815,1818,Portrait of King Willem I (1772-1843),Portret van koning Willem I (1772-1843),painting,portrait,oil paint,canvas,man's portrait|head (representation)|head to the right|looking away|hair combed forward|whisker (facial hairstyle)|standing collar,,"Hodges, Charles Howard",38664,black and white photograph,False,500,438,0.219,D:\thesis\images\9660868.jpg,1,131
5281,9660870,202483,,,huidig,1810 ca.,1808,1812,Portrait of Emma Jane Hodges (1789-1868),Portret van Emma Jane Hodges (1789-1868),painting,portrait,oil paint,canvas,woman's portrait|half-length|head frontal|body facing left|facing front|dark hair|hair put up|floppy ruff|glove|landscape as background,herkomst,"Hodges, Charles Howard",38664,black and white photograph,False,500,438,0.219,D:\thesis\images\9660870.jpg,1,2
